"X0.0215010658660862","X1.0413203454256e.06","X1.28733875039288e.08","X3.38599972364478e.08","X1.02599820485172e.19","X0.337009576668187","X3.89181368161517e.09","X0.25256048733208","X3.21833710268827e.08","X0.025086854118363","X1.12168239909844e.07","X0.10602753942166","X7.73012250241197e.09","X3.1867387319307e.08","X6.15855337602641e.08","X0.0947466718492769","X3.50798319135022e.08","X5.43537111579087e.09","X0.0537527375159951","X0.10931368923295"
0.0215010658660862,1.0413203454256e-06,1.28733875039288e-08,3.38599972364478e-08,1.02599820485172e-19,0.337009576668187,3.89181368161517e-09,0.25256048733208,3.21833710268827e-08,0.025086854118363,1.12168239909844e-07,0.10602753942166,7.73012250241197e-09,3.1867387319307e-08,6.15855337602641e-08,0.0947466718492769,3.50798319135022e-08,5.43537111579087e-09,0.0537527375159951,0.10931368923295
0.0337286271643091,3.08079203469429e-22,0.0542270044975546,0.0864889285824833,4.8483270804394e-09,0.147069558475415,0.0141850308257659,0.136092342355523,0.00590179241026417,2.34398685891499e-05,5.49135849821569e-08,0.24313164660136,5.186224548491e-08,3.59489301258921e-07,2.83048745658932e-07,0.0429273987709618,1.31423358159604e-07,5.16121693205306e-08,0.0373160696862578,0.198907223563784
0.00286733348753359,3.59881154145523e-08,1.46739577691015e-08,6.65655935037575e-08,7.45100643773717e-09,0.11051449630718,4.69716192370916e-08,0.198438423970584,1.87824308465969e-08,0.195550858838313,1.17577064503148e-07,0.227749122047586,1.85476325185561e-07,0.0981279579437889,1.44173443024241e-08,0.0933698301735912,7.94594220065419e-09,5.79807353028764e-19,4.20980268747659e-08,0.073381419283997
0.000139467873757626,8.33292375479414e-20,1.27920727067272e-08,4.72381360655796e-08,1.96710669783821e-08,0.236774204548245,5.90112566388065e-09,0.0733540296749722,6.44825033986522e-08,0.149207042967537,7.02968516479205e-08,0.250598103379358,6.22953639053393e-09,4.05257175356761e-07,0.0607600288293101,0.03907352663991,0.0380805694080626,1.35825975438887e-08,8.60147171022413e-07,0.15201152108061
2.16729657079275e-05,3.3253172545802e-09,0.0287928755127179,0.0498828174289516,1.11345965106513e-20,0.152610441258452,0.0142866882457985,0.127954044534319,0.0328886744690378,0.0480654789216212,1.08477131446811e-08,0.243237030710924,6.06844485087181e-05,0.0109298290916587,0.0266736558748114,0.0327179325092879,0.00173584136154145,2.38258738058483e-07,0.0334787961841339,0.19666328405076
0.0174221648317136,1.80708530662983e-08,0.0262745052541926,0.0204220845190334,3.14654464920941e-09,0.232189500344099,2.26221492049279e-08,0.153787209563015,6.25426814393516e-09,0.0358293244866576,6.2705160352207e-22,0.234007051676568,1.2523987121777e-09,0.00439642314468454,0.0498919764979391,0.0497251527295554,5.16203334399878e-08,7.46319525080382e-08,0.0211345066379823,0.15491992271606
0.0625870030840864,3.58880001740745e-08,2.32046956075825e-08,0.0036035881240811,2.08143828532533e-08,0.272845272726144,1.76287219077548e-08,0.177693695510008,2.96116192370219e-09,0.0516606096260265,1.38837124612911e-08,0.233309017710972,1.03319057869841e-19,1.23795075415786e-05,2.93074826312564e-08,0.0894551603060378,4.51522703367859e-08,2.73223824804613e-09,1.24728459848234e-07,0.108832957103977
0.0592746149390948,1.98928610965727e-08,1.12176648828105e-08,0.0182030232706779,1.1133380867978e-21,0.196624622556529,2.89523440376179e-08,0.109210482396873,2.63756888212617e-08,0.0778670304464744,3.31129719124563e-08,0.194051267473261,1.50343277682394e-07,1.10801198732242e-07,4.21299005355305e-08,0.0835869960788347,0.042968247555094,1.84332698703697e-08,0.036588263886518,0.181625010137465
2.38365917727385e-08,2.40413753443567e-09,2.62509137024088e-21,1.25539590025002e-08,0.00431961482189845,0.100631053421871,6.53743485705663e-09,0.137972516763667,1.22083214245896e-08,0.304068612404714,2.51627998457958e-08,0.218710554897284,1.46958644847115e-07,3.20807901781057e-08,0.119264820536843,0.0134048280522631,1.22861363598409e-08,0.0227314349750895,1.13514125133376e-08,0.0788962787461425
1.43894603260519e-07,1.55543458122963e-20,0.0031325751432675,0.0937149950428452,1.5966300265585e-08,0.172970034574917,1.3879192787912e-07,0.0707741871542438,0.024080897640384,0.0761950539251886,8.95026243108699e-09,0.273276886858013,2.82608617871337e-08,1.01828871148264e-07,0.0477735202444512,0.0154420673383076,0.00952968093318637,0.00567386690850675,2.68237168908778e-07,0.207435528306693
2.24869100018154e-07,1.34685814572074e-21,0.0302351542367839,0.0548355427501858,4.57090626004116e-09,0.172861392241965,0.00258942749037809,0.113413720558946,0.000695844842199833,0.0372705043324992,1.60411438460141e-08,0.243703797750283,2.31038742123467e-08,0.00427314882833524,0.0680753490872191,0.0243140536740572,0.00470910440693823,0.00333342463820884,0.0357739810142016,0.203915285562774
2.75550815237364e-08,1.5335640821924e-19,0.0770453351329609,1.7511974441717e-07,1.28771356731178e-08,0.0917471860166008,0.00578797673911001,0.0534993813463427,0.138608935846128,0.0893390345761563,1.97718254246888e-08,0.25961746541034,1.94352528200029e-08,7.1766826944917e-08,0.0407028771291771,2.51416621837951e-08,2.09819864433466e-08,1.48001098282855e-07,0.0143354450191955,0.229315842133375
3.78664468188171e-08,2.93627128245903e-20,0.0368346968358885,0.0453989721119503,7.67751579465558e-09,0.163640445533376,0.00036690598976476,0.0891473400751384,0.05257186322067,0.0570276737133831,1.38245495041711e-08,0.252385832243496,3.54894641096784e-08,1.62715975098462e-05,0.0549524115170259,0.0187789073846527,5.62082187364519e-08,1.84751821099337e-07,0.0167044649958444,0.212173878963283
8.02843523861663e-08,6.60372854775986e-21,0.00398849541829336,0.0648744371189377,6.73761620541288e-10,0.198254882509666,0.00384122154034499,0.106645559137556,1.62098179919296e-07,0.0245914193860412,2.08050045570317e-08,0.241689812223294,8.05584493496443e-08,1.55365575513489e-06,0.0557341093313945,0.0294110352404602,0.0293443030150824,3.85761104473223e-07,0.032800569057683,0.208821872184639
0.013450281333684,5.42448874693996e-21,4.78204865478361e-08,0.0628847307669474,7.78651931103712e-10,0.230300096322141,0.000170104880740672,0.179340000822364,1.77155491069865e-08,0.00216478814359767,2.82733227963993e-08,0.205053221766083,7.60011431294258e-08,0.0188092927752936,5.36246932539135e-08,0.0753311398098237,2.34397077053584e-07,2.20931403347548e-08,0.0386685568581571,0.173827305817104
9.31050599789768e-08,1.03263082289857e-19,0.0292426017461643,0.0673424802709775,7.95847043090738e-09,0.161075917731063,9.32561595642571e-06,0.075750076725943,0.0444787472712964,0.0761252771388074,1.32744048489516e-08,0.26068894813006,5.90959532229465e-08,8.5774061631703e-07,0.0540704767654046,0.0146633606195254,1.0745085880836e-06,7.84491875452589e-07,0.00585883531104766,0.210691062498786
0.00196766045771048,1.06671674464908e-20,6.81572279378702e-08,0.0878792667724249,7.08412663824415e-09,0.238031567800102,1.30835321893544e-07,0.127852633256012,3.29024305363237e-08,0.00433191911488144,1.69898150593319e-08,0.222084417249212,3.17479626588465e-08,0.0108436740362169,0.0256071152340483,0.0441378291258248,0.0166531581529059,1.21437044172717e-07,0.0245309271576943,0.196079422489037
0.00414133092660015,5.8637283019328e-21,7.47869022372676e-08,0.0843521895280948,3.14777752424286e-09,0.197785722254502,0.00484840006106475,0.143556818260014,5.33835745784936e-08,0.0272096485075848,2.38617408826707e-08,0.236725366176734,7.59952332586567e-08,2.0883118949931e-07,0.0230957989684328,0.049235219584513,0.011634698930202,5.19887418348455e-08,0.0248222325176695,0.192592082289429
6.24436098142903e-08,4.77309906030453e-20,0.0253046849600511,0.0652384153928043,2.89369917223709e-09,0.17930919711766,4.89380583454789e-07,0.0856724731734375,2.5695052464946e-06,0.0574495163030083,1.02048699823452e-08,0.273208372987546,4.73446567895083e-08,1.54473081831727e-06,0.0732019319154748,0.0176462844156407,3.11209669176352e-06,0.0126947752024961,0.00271955197117737,0.207546957960527
9.30780369440089e-07,3.5968144755511e-22,0.00267729089572412,0.0967676582184969,3.54390043671793e-09,0.190522730399606,2.39352218623135e-07,0.0750456647319578,0.00564372332058082,0.0540334755790611,2.33097174431186e-08,0.271643748513276,5.60410595400085e-08,1.41939253777394e-07,0.0454040605315434,0.0235166719584392,0.0219463209197576,2.14295263922686e-07,0.0012646638780413,0.211532381791733
7.88053473512666e-08,2.53250040611483e-21,0.0521618381377673,0.025223243762762,2.66141627452255e-08,0.12505953405852,0.00160405140731754,0.0629001570853448,0.128350668739814,0.0903779040374095,2.39888141799786e-08,0.248904991013974,9.43307405862407e-08,1.08294922029048e-06,0.0302825364376666,0.00438876988023232,5.58983127541738e-08,2.13473771790235e-07,0.0102982401921031,0.220446489186719
